SELECTED_GENE,EVALUATED_GENE,CORRELATION,PVALUE
XPO5,DMPK,0.08726953714012993,0.00705447351353815
XPO5,DNAAF10,0.09136857198292501,0.004782487168019163
XPO5,DNAAF2,0.14466708468408657,7.416898718949128e-06
XPO5,DNAAF5,0.12473595072685356,0.00011399736077865345
XPO5,DNAH2,0.09250177154682125,0.004283775792753479
XPO5,DNAH6,-0.1021628342956161,0.001597826687836589
XPO5,DNAI1,-0.13154169673237195,4.68072696257913e-05
XPO5,DNAI3,-0.10803514319264088,0.0008415111755119956
XPO5,DNAI4,-0.08634242762263254,0.00768667785758279
XPO5,DNAI7,-0.08381814984193678,0.009672482971464844
XPO5,DNAJB2,0.0896606886784757,0.005633603143200521
XPO5,DNAJB9,0.12747214721955147,8.012650090011361e-05
XPO5,DNAJC1,0.11957661590483123,0.00021738667106886424
XPO5,DNAJC11,0.1485235913646303,4.181569191194514e-06
XPO5,DNAJC24,0.13635496281426235,2.4282498883487356e-05
XPO5,DNAJC4,0.0869723981349039,0.00725182488704199
XPO5,DNAJC9,0.11444213422775026,0.00040310077285520685
XPO5,DNASE1,0.13541252515043775,2.7660603670959635e-05
XPO5,DNASE1L3,-0.08960180556047571,0.005665240881577465
XPO5,DNLZ,0.18477147692931936,9.298064682716034e-09
XPO5,DNM1,0.09046064386736756,0.005219278561606483
XPO5,DNM2,0.12076631886335948,0.00018774035333188885
XPO5,DNMBP,0.13974051921121872,1.5101201845291488e-05
XPO5,DNPH1,0.12119127243003341,0.00017810363473183392
XPO5,DOCK8,0.10201628378831765,0.0016229418152141522
XPO5,DOCK8-AS1,0.10078243336329955,0.0018492262057291083
XPO5,DOHH,0.12844926425594885,7.052560622122482e-05
XPO5,DOK1,0.09919088218913917,0.002183822049672917
XPO5,DOLK,0.2649878741707061,9.221581863994167e-17
XPO5,DOT1L,0.09094105803666035,0.004983868143547405
XPO5,DPAGT1,0.22980472878532168,7.101562036894032e-13
XPO5,DPH1,0.13786374417740074,1.967692278700289e-05
XPO5,DPH2,0.19800237722046493,7.167464765707168e-10
XPO5,DPH3,0.10053468276665474,0.0018980143500936203
XPO5,DPH5,0.22341682269345076,3.109660995384307e-12
XPO5,DPH6,0.20799764502695386,9.158203196961689e-11
XPO5,DPH7,0.08917724833968173,0.005898130977948099
XPO5,DPM3,0.10353964490405207,0.0013787261386876322
XPO5,DPP3,-0.11337030787520444,0.00045713420064630604
XPO5,DPPA3,-0.12750415242134086,7.97933797865431e-05
XPO5,DPY19L1,0.08668413628509869,0.007447992838537415
XPO5,DPY19L2,0.10717903221252627,0.0009258014220450035
XPO5,DPY19L4,0.09895190990585626,0.002238594300099265
XPO5,DPY30,0.21311986667432956,3.0624636518273e-11
XPO5,DR1,0.16541937390858158,2.857285006988794e-07
XPO5,DRAM1,0.09915406586858723,0.0021921796088532706
XPO5,DRAP1,0.16570301693364298,2.7248162583852284e-07
XPO5,DRC7,-0.09409962298841804,0.0036604363954434067
XPO5,DRG1,0.09850834518359702,0.0023436025244498162
XPO5,DROSHA,0.3562325448055744,7.297206023599626e-30
XPO5,DSCC1,0.15936778203460664,7.717752706547869e-07
XPO5,DSG1,0.08773080791752372,0.006757639139349285
XPO5,DSN1,-0.1676670344550694,1.9571455915038384e-07
XPO5,DSTN,-0.08587524434360272,0.008024079287394804
XPO5,DTD2,0.09553947565089389,0.0031705312626170894
XPO5,DTNBP1,0.11519735279657722,0.0003686725141618993
XPO5,DTX3,-0.15043035478305705,3.132921627118247e-06
XPO5,DUS1L,0.13067973602506752,5.252135970469924e-05
XPO5,DUSP11,0.16499444992349901,3.0674203950684164e-07
XPO5,DUSP12,0.10292283998119227,0.0014732157991634556
XPO5,DUSP14,0.09707410243096375,0.002714713735213701
XPO5,DUSP22,0.14940597365284228,3.66020862529699e-06
XPO5,DUSP29,-0.16468244570785742,3.23111923819222e-07
XPO5,DUT,0.10325528446987273,0.0014215722370051042
XPO5,DUXA,-0.09864779835698294,0.002310113235480238
XPO5,DYNC1H1,-0.2145547570779493,2.2419128303591663e-11
XPO5,DYNC1I1,-0.08374378049731515,0.009737351663543234
XPO5,DYNC1I2,-0.14686969297415428,5.356090891978549e-06
XPO5,DYNLT1,0.12316329990021192,0.00013915684792668514
XPO5,DYNLT2B,0.0942156135368231,0.003618563918829087
XPO5,DYNLT5,-0.1289431180927879,6.60969489629839e-05
XPO5,DYRK1A,0.1309738211629855,5.0501450000643204e-05
XPO5,DYRK1B,0.1060395465279355,0.0010501273039198109
XPO5,E2F1,0.11782695645883659,0.00026904622126814703
XPO5,E2F3,0.10304267227195246,0.001454404723133305
XPO5,E2F4,0.21259477169687319,3.4308366643196576e-11
XPO5,E2F7,-0.0965297882493005,0.00286905762915658
XPO5,EAPP,0.09356133514635558,0.0038605739597102817
XPO5,EARS2,0.1781276158781444,3.145749346059578e-08
XPO5,EBF1,0.09018178324703445,0.00536048115094281
XPO5,EBI3,0.08459560864341016,0.009017025001585991
XPO5,EBLN2,-0.11273705947063517,0.000492153969865899
XPO5,ECD,-0.23202555083574417,4.2056272032101907e-13
XPO5,ECE1,0.12136022080031954,0.0001744029856285326
XPO5,ECHDC2,0.0867735763598173,0.007386624596732591
XPO5,ECHS1,0.08394658744180482,0.00956135847739951
XPO5,ECI2,0.15015518446023648,3.2669351034247654e-06
XPO5,ECM2,0.1035643049440541,0.0013750670796657135
XPO5,EDF1,0.09278469545266797,0.004166844545963678
XPO5,EDN1,0.08855578247244225,0.006254582630989667
XPO5,EDRF1,0.14790129049729694,4.591210579955707e-06
XPO5,EED,0.2439159637422132,2.319082519868925e-14
XPO5,EEF1AKMT4,0.11733334456538047,0.0002855771279184702
XPO5,EEF1E1,0.2286772029425908,9.246307600435334e-13
XPO5,EEF1G,0.15769943134673564,1.0085007460611716e-06
XPO5,EFCAB11,0.10234450784484146,0.001567188340162555
XPO5,EFCAB12,0.11454563852737604,0.00039821115726133724
XPO5,EFHD2,0.10417198281857595,0.0012876770517938636
XPO5,EFL1,-0.10224007436779493,0.0015847338734149194
XPO5,EFNA4,0.09297830386006031,0.00408850136434608
XPO5,EFR3A,0.0858992157863497,0.008006449961962031
XPO5,EGFL8,0.13280008170539404,3.951208529934851e-05
XPO5,EGFLAM,0.08371522416016883,0.009762362623017077
XPO5,EGR4,0.10928487437923773,0.000731158092612452
XPO5,EHMT1,0.18142323352477138,1.7282524778150683e-08
XPO5,EHMT2,0.1320132614999568,4.3935544937907324e-05
XPO5,EID1,0.08403649559206483,0.009484247481885793
XPO5,EIF1B,0.08408497262021111,0.009442900675985664
XPO5,EIF2B1,-0.15583057722635535,1.3564439244642657e-06
XPO5,EIF2B2,-0.10657748505240881,0.000989628573485778
XPO5,EIF2B4,0.10182062454154016,0.0016570385137882975
XPO5,EIF2B5,-0.13591381448403483,2.581183189197859e-05
XPO5,EIF2S1,-0.14787924479121597,4.606404437879299e-06
XPO5,EIF2S2,-0.214225164704995,2.4088885132937534e-11
XPO5,EIF2S3,-0.1298953634719365,5.8289153187005e-05
XPO5,EIF3A,-0.12075346661159406,0.00018803929107877792
XPO5,EIF3E,0.13569031742416482,2.6621114545188e-05
XPO5,EIF3F,0.10927378593361134,0.0007320752420894454
XPO5,EIF3G,0.13534391093592887,2.7923226975615766e-05
XPO5,EIF3H,0.21950731490988978,7.511389729870364e-12
XPO5,EIF3I,-0.1650883259750195,3.0197516518168417e-07
XPO5,EIF3L,0.15091235389162522,2.9107686170910964e-06
XPO5,EIF4A2,0.09983809113230123,0.0020415836777398677
XPO5,EIF4A3,-0.17006232877442173,1.300387026098743e-07
XPO5,EIF4B,-0.1204022100954256,0.00019638439884834966
XPO5,EIF4E,-0.08807851977829695,0.006541342742399653
XPO5,EIF4EBP2,0.12519837962413582,0.00010745681618413918
XPO5,EIF4ENIF1,0.10269638325998517,0.001509377122302352
XPO5,EIF4G1,-0.11622212396189686,0.0003263310449337607
XPO5,EIF4G2,-0.08378728408041784,0.009699358810657284
XPO5,EIF6,0.22738115866065564,1.2501596519089315e-12
XPO5,ELAC1,0.08928297708118123,0.005839341817291978
XPO5,ELK1,-0.09442805210790725,0.0035429999100849135
XPO5,ELL2,0.14625332754323522,5.869708982340217e-06
XPO5,ELL3,0.14529661075020298,6.761234757162461e-06
XPO5,ELMO2,-0.10337989418597669,0.0014026479624736246
XPO5,ELMOD3,0.11254083199151046,0.0005035026510552325
XPO5,ELOA,0.10447924152145668,0.0012454658711154073
XPO5,ELOB,0.18137204231335302,1.7445542148283427e-08
XPO5,ELOC,-0.14124702081407858,1.2180708635893458e-05
XPO5,ELOF1,0.1180455378864911,0.0002620158958789752
XPO5,ELP1,0.14973334295890514,3.483092177519432e-06
XPO5,ELP5,0.18689470584054854,6.238534928193128e-09
XPO5,EMC1,0.18931788480774214,3.9338862776779505e-09
XPO5,EMC2,0.14628889580848167,5.8388328703853135e-06
XPO5,EMC3,0.18499612704746626,8.915602137908497e-09
XPO5,EMC4,0.13465841579445154,3.068021808353422e-05
XPO5,EMC6,0.20031830436541354,4.491539358036341e-10
XPO5,EMC7,0.13344419149246592,3.620852848059464e-05
XPO5,EMC8,0.10885159537435947,0.0007677996321642665
XPO5,EMC9,0.12439525627777771,0.00011905401688629267
XPO5,EME1,0.13574917460798855,2.640568668016312e-05
XPO5,EME2,0.13766317155148472,2.023737133425425e-05
XPO5,EMID1,0.10063772207711269,0.0018775817772291067
XPO5,EML2,0.11863218477546165,0.000243988068218934
XPO5,EML3,-0.14775018199052203,4.696323715007726e-06
XPO5,EMSY,0.1486920176400441,4.076860129468558e-06
XPO5,EMX1,0.11271685078197202,0.0004933116292704727
XPO5,ENDOD1,0.11958636541841434,0.00021712681017227757
XPO5,ENTPD5,-0.1010714029942265,0.0017937758125049553
XPO5,ENTPD7,0.08966814954467407,0.005629605820360398
XPO5,EOGT,0.11492355054327924,0.0003808241836347746
XPO5,EP300,0.13400982158591832,3.3525041643274436e-05
XPO5,EPB42,0.10245401894632204,0.0015489816936351253
XPO5,EPC2,0.1044879732938123,0.0012442851587244359
XPO5,EPM2AIP1,0.150539238750474,3.081360474025617e-06
XPO5,EPOP,0.0916636889062574,0.004647792700334483
XPO5,EPS15,0.08625634856511934,0.007747873637400698
XPO5,EPS15L1,0.11873698443499499,0.00024089246424730893
XPO5,EPS8L2,0.08748411550581181,0.006914965031360707
XPO5,EPYC,0.12258252609763381,0.00014970355203057205
XPO5,ERAL1,0.12534352898598553,0.00010547784666360711
XPO5,ERAP2,0.1163365079913577,0.000321897826149255
XPO5,ERCC1,0.11173787682153118,0.0005525263300841346
XPO5,ERCC3,-0.17165374104344208,9.879196388232382e-08
XPO5,ERCC4,0.13579716218689553,2.623126954022501e-05
XPO5,ERH,-0.15762002841464517,1.021353343984728e-06
XPO5,ERLEC1,0.10697384574269306,0.0009471318600304409
XPO5,ERN2,0.09195910571028787,0.004516405383257167
XPO5,ERP44,-0.08484199942363803,0.008817724587159305
XPO5,ESF1,0.12675015786566837,8.799928573025666e-05
XPO5,ESPN,0.08818731037266324,0.006474957260896018
XPO5,ESS2,-0.18720100187464242,5.887277448712788e-09
XPO5,ETF1,-0.09727490085053175,0.0026597157160530615
XPO5,ETFA,0.08384127688649641,0.009652388945969849
XPO5,ETFBKMT,-0.11538702507661648,0.00036046789679060646
XPO5,ETHE1,0.13017159154921276,5.6192817451280724e-05
XPO5,ETNK2,0.08983665164628017,0.0055400048520104885
XPO5,ETV7,0.09543748276501623,0.003203163566034808
XPO5,EVA1A,-0.11703607494547007,0.0002959860570176079
XPO5,EVI2B,-0.09129128089700646,0.004818341613545254
XPO5,EVL,0.13638327909502118,2.4187333323657837e-05
XPO5,EVX2,-0.1030948223316496,0.0014462875251752747
XPO5,EWSR1,0.09034856149898941,0.005275623800706123
XPO5,EXO1,0.12614829300526093,9.511420748982592e-05
XPO5,EXOC3,-0.1204046918821559,0.00019632423681173347
XPO5,EXOC5,-0.1078669614285784,0.0008574868973211313
XPO5,EXOC7,-0.11407396052229343,0.0004209511296708736
XPO5,EXOSC1,0.14999819939982612,3.3458311895444535e-06
XPO5,EXOSC10,0.22267049831639846,3.684555030041372e-12
XPO5,EXOSC4,0.1024812262903534,0.0015444886284600907
XPO5,EXOSC6,0.17499312154499946,5.5038198475751496e-08
XPO5,EXOSC7,0.1727194305636244,8.206865057324714e-08
XPO5,EXOSC8,0.14823907421132856,4.364320093201587e-06
XPO5,EXT1,0.12436398969314659,0.000119528512059074
XPO5,EZH2,0.16051318137801576,6.412525141767691e-07
XPO5,F7,0.0862931080040732,0.007721687296005291
XPO5,F8,0.09109101346784548,0.004912375883739653
XPO5,FA2H,0.1059037693121817,0.001065928226898799
XPO5,FAAP100,0.2203211248936569,6.260160324539817e-12
XPO5,FAAP20,0.1328764636907653,3.9105904662349053e-05
XPO5,FABP1,-0.09118124974075623,0.004869802775467662
XPO5,FAF1,0.13599251385351982,2.55324649182575e-05
XPO5,FAH,0.1150129700758466,0.00037681513115190413
XPO5,FAHD1,0.10544715702658351,0.0011206910771847085
XPO5,FAM104A,0.09487633051592186,0.0033882313676295507
XPO5,FAM117A,-0.1368924624402683,2.2535356058990624e-05
XPO5,FAM118B,0.09103173457135746,0.004940526059809756
XPO5,FAM120AOS,0.1019801876226416,0.001629183230773585
XPO5,FAM131C,0.1037321922199098,0.001350392661997025
XPO5,FAM133B,-0.10643113637955179,0.0010057603070655974
XPO5,FAM136A,0.15033176855523162,3.180318286138413e-06
XPO5,FAM149B1,0.13347498989506867,3.605731852198831e-05
XPO5,FAM151B,-0.11504109015373731,0.000375562553642814
XPO5,FAM161A,0.12779214318642926,7.68541143919296e-05
XPO5,FAM162A,0.12001086911869888,0.00020609048484481046
XPO5,FAM167B,0.11618833186428676,0.0003276516128156632
XPO5,FAM174A,0.08608262176458575,0.007872709614912958
XPO5,FAM174C,0.158225068146163,9.272564471160595e-07
XPO5,FAM178B,-0.09374225345494848,0.003792226723559138
XPO5,FAM193B,-0.12049073839212701,0.00019424900766165537
XPO5,FAM205A,-0.08996668207256313,0.005471741775129302
XPO5,FAM217A,0.09230955507845287,0.004364904419909763
XPO5,FAM218A,0.11939651403363026,0.00022223980973607368
XPO5,FAM219B,0.10135317231782832,0.0017411803362886193
XPO5,FAM229B,0.09653029136355598,0.002868911347744507
XPO5,FAM234A,0.10723505995264807,0.0009200547125250641
XPO5,FAM32A,-0.11567893372797092,0.0003481732643077847
XPO5,FAM50A,0.12305640305198101,0.00014104403917430185
XPO5,FAM76A,0.10152930621700207,0.0017090259705109907
XPO5,FAM76B,0.12997797597017524,5.7654567764042724e-05
XPO5,FAM8A1,0.11417248528658688,0.0004161034192239123
XPO5,FAM91A1,-0.12650252790702074,9.086360577559974e-05
XPO5,FAM98A,0.1245974090045445,0.00011602872528470143
XPO5,FAM98B,0.18252627756900994,1.4108107012222814e-08
XPO5,FANCA,0.16130504541532073,5.637297398941198e-07
XPO5,FANCB,0.10187379043928244,0.0016477089895632967
XPO5,FANCC,0.1889344775173021,4.233343730154074e-09
XPO5,FANCE,0.1306071635384807,5.303145136709008e-05
XPO5,FANCF,0.17031238916460742,1.245639407083883e-07
XPO5,FANCG,0.116413460254856,0.00031894709949763375
XPO5,FANCL,0.13699356984700112,2.2220344894696435e-05
XPO5,FANCM,0.13945606687530548,1.5722742554948058e-05
XPO5,FARS2,0.17033512710104406,1.240773149508216e-07
XPO5,FASTK,0.09522516278803049,0.0032720769118993946
XPO5,FAXDC2,0.0935108272963154,0.003879853280225996
XPO5,FBH1,0.12258402416311874,0.0001496754058151271
XPO5,FBN2,0.0899735153873718,0.00546817549202855
XPO5,FBXL12,0.08470430063266757,0.00892861647366818
XPO5,FBXL16,0.1352276273297377,2.8373719260851193e-05
XPO5,FBXL17,0.11537444695491382,0.00036100666451956284
XPO5,FBXL18,0.08611052141559189,0.007852541114441275
XPO5,FBXL22,0.08904845456415715,0.00597046442941575
XPO5,FBXL6,0.13681819175913937,2.2769453022604295e-05
XPO5,FBXO11,0.13724083352032915,2.1467503492352194e-05
XPO5,FBXO16,-0.10300651653952017,0.0014600569759423813
XPO5,FBXO2,0.15974564783792888,7.261213994653837e-07
XPO5,FBXO22,0.13944828523456995,1.574008324087021e-05
XPO5,FBXO24,0.11483255836505324,0.0003849445771087686
XPO5,FBXO28,0.100577932341821,0.0018894133069040295
XPO5,FBXO33,0.14427813696974634,7.851877414667636e-06
XPO5,FBXO36,0.10488020331259428,0.0011922999256221175
XPO5,FBXO45,0.11133312120550597,0.0005788879042525242
XPO5,FBXO9,0.156446776826856,1.2306209477060816e-06
XPO5,FCF1,-0.08516271919754054,0.008564191238400375
XPO5,FCGRT,0.10475206743407597,0.0012090582031750229
XPO5,FCHSD1,0.08779742719690631,0.00671570778440725
XPO5,FDX1,0.11830376943981809,0.0002539319363443562
XPO5,FDXR,0.24304670724444102,2.881644101986253e-14
XPO5,FECH,0.1123167981245339,0.0005167571099834715
XPO5,FEM1B,0.13149100141274286,4.7126358748839476e-05
XPO5,FEN1,0.1857635957562809,7.720779004281261e-09
XPO5,FERMT2,-0.10314125313219967,0.0014390956387868358
XPO5,FEZF2,-0.08899251508338037,0.0060021291280389286
XPO5,FGD2,0.10204256783056581,0.001618410854236829
XPO5,FGF22,0.12620254702429223,9.445125419810258e-05
XPO5,FGF3,-0.11181170934416523,0.000547839739699833
XPO5,FGFBP3,0.08849366437006742,0.006291254963441884
XPO5,FGR,0.09718135742257855,0.0026852091932106285
XPO5,FHIP2A,0.1161134296450411,0.00033059655166576207
XPO5,FIGNL1,0.09422312260769888,0.0036158682004199965
XPO5,FKBP14,0.09151413572641784,0.0047156156858220435
XPO5,FLCN,0.09453952676206259,0.0035039246212129655
XPO5,FLI1,0.08511273689822053,0.008603269895088804
XPO5,FLII,0.11973982751264842,0.00021307464734594513
XPO5,FLT4,0.11228010477833554,0.0005189586882609051
XPO5,FLVCR1,0.1837281014992817,1.129329659865025e-08
XPO5,FMC1,0.0860802527900855,0.007874424265240262
XPO5,FN1,0.084085409329784,0.009442528930343384
XPO5,FNIP1,0.10745864988301922,0.0008974484018449606
XPO5,FNIP2,0.1207486038757232,0.00018815251261932822
XPO5,FNTA,0.1917691897535117,2.4521775474395974e-09
XPO5,FNTB,0.21450039676091612,2.2686513128400514e-11
XPO5,FOLR1,-0.09080063672242082,0.005051665234732294
XPO5,FOS,0.0840491346572416,0.009473451920948369
XPO5,FOSL2,0.10802699407336996,0.0008422788687093732
XPO5,FOXD2,0.11371774515347792,0.0004389208066339373
XPO5,FOXJ3,0.08556280434145556,0.008257051617777584
XPO5,FOXK1,0.155836420759807,1.3551946708126192e-06
XPO5,FOXL2NB,0.1403636400924757,1.3820392061880079e-05
XPO5,FOXM1,-0.12805925370433552,7.421958138537031e-05
XPO5,FOXO1,0.09174894195629088,0.0046095259192160554
XPO5,FOXP2,-0.0902806277935742,0.005310041381781024
XPO5,FOXP4,0.09358504862518811,0.0038515523127481393
XPO5,FOXRED1,0.10232556792432047,0.0015703570585200153
XPO5,FOXRED2,0.10611611782204841,0.001041312106229474
XPO5,FPGS,0.09572183107090365,0.00311294027963194
XPO5,FRG1,0.16678782300013822,2.2707323290363127e-07
XPO5,FRK,0.09445973427720877,0.0035318542679431677
XPO5,FRMD6,0.11031433321990873,0.000650504477247091
XPO5,FRS3,0.13151692629248904,4.696292461844795e-05
XPO5,FST,0.09877778720727769,0.0022792914337781242
XPO5,FUBP3,-0.08443191567107147,0.009151643579979041
XPO5,FUOM,0.0835011347227153,0.009951699938211128
XPO5,FUS,0.09423450269052559,0.0036117862841978455
XPO5,FXN,0.21885747467422884,8.68335389944346e-12
XPO5,FXR1,0.10984097568783109,0.0006865052666334689
XPO5,FXYD4,-0.08824244255455566,0.006441546429984025
XPO5,FYB2,-0.11442544946513185,0.0004038941941927266
XPO5,FZD1,0.09793386693105144,0.0024862940404007865
XPO5,G2E3,0.08516182781858372,0.008564886772999472
XPO5,G3BP1,0.09992054477578687,0.002024085356516807
XPO5,GAB3,-0.08991829306873231,0.00549705586306495
XPO5,GABBR1,0.12082663927111423,0.00018634327623078697
XPO5,GABRD,0.0927865961402521,0.004166068873309496
XPO5,GABRR2,0.10938439285102153,0.0007229742736915731
XPO5,GADD45B,0.10845505890265675,0.0008028185172186369
XPO5,GADD45GIP1,0.17082226316548377,1.1408231546751792e-07
XPO5,GALE,0.2071865028410249,1.086511806771204e-10
XPO5,GALK1,0.11774318800762174,0.00027178699339860165
XPO5,GALNT11,0.08918718142817747,0.005892585225220445
XPO5,GALNT6,0.09270836362782152,0.004198103975147071
XPO5,GALP,-0.09508191757049443,0.0033193293723466515
XPO5,GANAB,0.08931498170926797,0.005821650321174679
XPO5,GAPDH,-0.08457900509895354,0.009030598586374505
XPO5,GAPVD1,0.1095290312435139,0.0007112314384623837
XPO5,GAR1,0.13874265328442656,1.73904692198747e-05
XPO5,GART,0.1063186533220377,0.0010183239087706453
XPO5,GAS1,0.1081968806703546,0.0008264080068312892
XPO5,GAS8,0.10532205080874966,0.0011361423577024167
XPO5,GATAD1,0.09940915532799328,0.002134868606409363
XPO5,GATAD2A,0.089926759889727,0.005492618950939993
XPO5,GATB,0.1341323729425474,3.296903055384733e-05
XPO5,GATC,0.22547719704753036,1.940711817155288e-12
XPO5,GATD1,0.09271628983814227,0.004194848177666014
XPO5,GBA,0.1396644317910124,1.526512502210645e-05
XPO5,GBF1,-0.23678982807640545,1.3420211537760035e-13
XPO5,GBP7,-0.08352200051923822,0.009933103979886584
XPO5,GCDH,0.08590882222224207,0.00799939482222791
XPO5,GCH1,0.13751925943848312,2.064881219441565e-05
XPO5,GCLM,0.12747506004962425,8.009612895868677e-05
XPO5,GDAP1,0.10532050751126762,0.001136334184888545
XPO5,GDF11,0.1470693742476894,5.199118214128887e-06
XPO5,GDPD3,0.10602836230767958,0.0010514206313802365
XPO5,GEMIN4,0.14040968818214444,1.3729964687506146e-05
XPO5,GEMIN6,0.10721915370789124,0.0009216828364976532
XPO5,GEN1,0.14645029061505818,5.700668663161124e-06
XPO5,GET3,0.10786585319725313,0.0008575930942286804
XPO5,GET4,0.1947853105948787,1.3591464690328009e-09
XPO5,GFER,0.2572312473265669,7.483423867035477e-16
XPO5,GFOD1,0.08383964844406522,0.009653802607767778
XPO5,GFRA1,-0.09096812239445685,0.00497089596561789
XPO5,GGCX,-0.08537583436643865,0.008399339404849064
XPO5,GGT1,0.178387526595948,3.001820366173027e-08
XPO5,GGT5,-0.10934196285677394,0.0007264530235241344
XPO5,GHRH,-0.10521750107448873,0.0011492053607388075
XPO5,GID4,0.15103499232434242,2.8567002762978497e-06
XPO5,GIGYF1,0.16352060261074855,3.917990754594013e-07
XPO5,GIMAP1,-0.08766439187399161,0.006799676283196253
XPO5,GIMAP6,-0.0904965358973244,0.005201350269100166
XPO5,GINS3,-0.09100664750670223,0.004952483131658978
XPO5,GINS4,-0.20331516388322385,2.4328372386210565e-10
XPO5,GIPC3,0.0966812431765773,0.0028253275714884398
XPO5,GIPR,0.09067745399617806,0.005111823559322941
XPO5,GJB5,0.08497609437665113,0.008710917348354733
XPO5,GJC3,0.14330718817186713,9.046526540452067e-06
XPO5,GJD3,0.0848572437094112,0.00880552387249179
XPO5,GK5,0.09509231037763848,0.0033158803214341326
XPO5,GKN1,0.08970017846496929,0.0056124746318141835
XPO5,GLI2,-0.10580832848398813,0.001077166164242613
XPO5,GLMN,0.08980996504446322,0.005554109262264558
XPO5,GLMP,0.10095201168958809,0.0018164981831434686
XPO5,GLO1,0.10954690901715107,0.0007097923370565258
XPO5,GLRA1,0.09726367510304092,0.0026627633738197944
XPO5,GLRX3,0.09246260149396948,0.004300196645982041
XPO5,GLRX5,0.09698943428583101,0.0027382134595532685
XPO5,GLS,0.13593743739529737,2.5727671869323044e-05
XPO5,GLUD1,0.1266011178692879,8.971284465313702e-05
XPO5,GLYATL2,-0.09066745834741595,0.0051167333445549575
XPO5,GLYATL3,0.1039809460132614,0.001314582288771545
XPO5,GMCL1,0.09299936637752136,0.004080059469509789
XPO5,GMNN,-0.09187865928292152,0.004551847142824085
XPO5,GMPS,0.09681674250342423,0.0027867203588887125
XPO5,GNB1L,0.11128169885960228,0.0005823194874860317
XPO5,GNB4,0.0896947637902951,0.005615367456243534
XPO5,GNG10,0.09062179084258976,0.005139219046645736
XPO5,GNG13,0.08984610573655896,0.0055350159202851796
XPO5,GNG8,0.0905165032827937,0.005191400503672014
XPO5,GNL1,0.14157585609089568,1.161907937776017e-05
XPO5,GNL2,-0.18492993734651023,9.026673043607058e-09
XPO5,GNL3L,-0.10217043056993334,0.0015965346641169512
XPO5,GNLY,-0.08815964969891649,0.006491778558998583
XPO5,GNMT,0.14805876891112638,4.4840625318566e-06
XPO5,GNPNAT1,0.1080144191227356,0.0008434647729468832
XPO5,GOLGA4,0.11042121213613316,0.0006426222641086872
XPO5,GOLGA6B,0.10088772940884999,0.0018288413767013232
XPO5,GOLGA8R,-0.11097606096458838,0.0006031089929063163
XPO5,GOLIM4,0.16404074621879206,3.5946755192454005e-07
XPO5,GOLPH3,0.10845149525893279,0.0008031398334838809
XPO5,GOSR2,-0.21365036619188119,2.7296310629886066e-11
XPO5,GP1BA,0.09177684289778867,0.0045970642811492286
XPO5,GPANK1,0.09831421160948851,0.0023909624192089275
XPO5,GPAT2,-0.13497077350992567,2.93933616415563e-05
XPO5,GPAT3,0.08934052095115874,0.005807567383842838
XPO5,GPC1,0.09712479103381398,0.002700733256199272
XPO5,GPC3,-0.09627180368888026,0.0029449689518965838
XPO5,GPKOW,-0.11808170851909043,0.0002608692409417289
XPO5,GPN1,-0.23506362174824838,2.0359026209715766e-13
XPO5,GPR132,0.10110134149497875,0.001788119014991568
XPO5,GPR137B,0.09159894597222354,0.004677044898091052
XPO5,GPR150,0.09864349614483335,0.00231113982323892
XPO5,GPR156,0.12748740345225718,7.996754542115526e-05
XPO5,GPR157,0.0883846411527587,0.006356085869871016
XPO5,GPR18,0.08885920029768367,0.0060782021854390664
XPO5,GPR183,0.089805510728022,0.005556466606958765
XPO5,GPR37,0.09702504696267021,0.002728306609944241
XPO5,GPRIN2,0.11840624778432943,0.0002507890506076973
XPO5,GPSM2,-0.09346887486319602,0.003895933259015131
XPO5,GPSM3,0.11633120418142642,0.0003221021370592494
XPO5,GREM2,-0.09525280946456657,0.0032630278184559857
XPO5,GRK6,0.12525827274624846,0.0001066360303349785
XPO5,GRPEL1,-0.10259958742391875,0.001525081400461626
XPO5,GRSF1,0.09118417453597602,0.0048684284619435235
XPO5,GSDMA,-0.20197950222883657,3.2010980869337876e-10
XPO5,GSPT2,0.10313998287729459,0.0014392919558873659
XPO5,GSS,0.08962305684281638,0.005653804218615624
XPO5,GSTA4,0.14061582123922886,1.3332030885344182e-05
XPO5,GSTK1,0.10104001549580909,0.0017997240242791615
XPO5,GSTM2,-0.1280432747902894,7.437475391820787e-05
XPO5,GSTM5,-0.09245681079595067,0.004302629048992412
XPO5,GTF2A2,0.09144551102802388,0.004747035628688931
XPO5,GTF2B,-0.2582211560425623,5.750860044840538e-16
XPO5,GTF2E2,-0.20993152549923128,6.07608256938245e-11
XPO5,GTF2F1,-0.1954919740594306,1.1820197704872714e-09
XPO5,GTF2H1,0.11751652643970749,0.00027933456823975533
XPO5,GTF2H5,0.16126667528445518,5.672685092452247e-07
XPO5,GTF3C6,0.12220893344276855,0.00015688020773908082
XPO5,GTPBP2,0.13757050938107845,2.0501386653706688e-05
XPO5,GTPBP8,0.08929357522647753,0.005833478030248081
XPO5,GTSE1,0.09349832205100406,0.0038846401163926776
XPO5,GTSF1L,-0.09080994878809832,0.005047143617431962
XPO5,GUCD1,0.08499507472766157,0.008695893041598133
XPO5,GUSB,0.11825902652477534,0.00025531567994752726
